board,wall,uptime_ms,kind,reason,bssid,chan,rssi,value,note
tdeck,2026-08-31 03:04:37,15710958,assoc_disconnected,8,5A:AF:97:2E:2B:8B,3,-75,auth=7 phy=bgn pmf=0 wpa3=0,cached
tdeck,2026-08-31 03:04:41,15714399,assoc_connected,0,5A:AF:97:2E:2B:8B,3,-74,auth=7 phy=bgn pmf=0 wpa3=0,live
tdeck,2026-08-31 03:04:42,15715340,assoc_got_ip,0,5A:AF:97:2E:2B:8B,3,-75,auth=7 phy=bgn pmf=0 wpa3=0 reconnect_ms=4384,live
tdeck,2026-08-31 03:04:53,15726248,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=10 ip=1,
tdeck,2026-08-31 03:05:52,15786253,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=70 ip=1,
tdeck,2026-08-31 03:06:52,15846258,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=130 ip=1,
tdeck,2026-08-31 03:07:52,15906259,link,up,5A:AF:97:2E:2B:8B,3,-74,age_s=190 ip=1,
tdeck,2026-08-31 03:08:53,15966264,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=250 ip=1,
tdeck,2026-08-31 03:09:53,16026269,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=310 ip=1,
tdeck,2026-08-31 03:10:52,16086273,link,up,5A:AF:97:2E:2B:8B,3,-75,age_s=370 ip=1,
